,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CFAP54,0,5.082366814,0.349,0.019,0,7,CFAP54
CIB11,0,2.002262144,0.869,0.539,0,7,CIB1
TTC25,0,5.182788816,0.346,0.017,0,7,TTC25
C11orf74,0,4.082683731,0.37,0.042,0,7,C11orf74
IQUB,0,5.543371787,0.342,0.016,0,7,IQUB
EPPIN,0,5.598891028,0.338,0.014,0,7,EPPIN
ANXA12,0,1.619047359,0.932,0.609,0,7,ANXA1
SRGAP3-AS2,0,5.064020128,0.339,0.018,0,7,SRGAP3-AS2
FILIP1,0,4.48585728,0.348,0.028,0,7,FILIP1
ECT2L,0,4.603334511,0.34,0.021,0,7,ECT2L
HSD17B13,0,4.797333493,0.341,0.023,0,7,HSD17B13
OSBPL6,0,4.697096904,0.34,0.023,0,7,OSBPL6
PLEKHS11,0,2.584337795,0.412,0.098,0,7,PLEKHS1
C7orf57,0,5.116287539,0.329,0.016,0,7,C7orf57
CFAP73,0,4.829175761,0.333,0.02,0,7,CFAP73
CFAP36,0,2.886173903,0.412,0.102,0,7,CFAP36
AC009502.1,0,5.609698429,0.324,0.014,0,7,AC009502.1
PFN2,0,3.562243503,0.365,0.056,0,7,PFN2
SLC22A4,0,4.590207596,0.333,0.027,0,7,SLC22A4
RPGR,0,3.188485167,0.373,0.067,0,7,RPGR
AK7,0,4.98373626,0.323,0.018,0,7,AK7
DCDC1,0,5.277090219,0.317,0.015,0,7,DCDC1
STOX1,0,4.253057444,0.331,0.029,0,7,STOX1
PIH1D3,0,5.407638837,0.316,0.015,0,7,PIH1D3
ALDH1L1,0,4.485105502,0.331,0.031,0,7,ALDH1L1
C21orf58,0,3.999600795,0.331,0.032,0,7,C21orf58
ARFGEF31,0,2.628649045,0.385,0.087,0,7,ARFGEF3
IQCK,0,4.073649619,0.334,0.036,0,7,IQCK
CCDC190,0,4.992757378,0.313,0.016,0,7,CCDC190
ZC2HC1A,0,3.21636848,0.366,0.07,0,7,ZC2HC1A
TEKT2,0,4.868320855,0.313,0.018,0,7,TEKT2
ANKRD66,0,5.07432673,0.311,0.016,0,7,ANKRD66
RABL2B,0,2.965846289,0.368,0.073,0,7,RABL2B
METTL27,0,4.722509339,0.316,0.022,0,7,METTL27
NEK11,0,4.482152034,0.318,0.025,0,7,NEK11
TNFAIP8L1,0,3.392004583,0.355,0.062,0,7,TNFAIP8L1
CCDC114,0,4.522340425,0.312,0.019,0,7,CCDC114
CCDC191,0,3.926967147,0.329,0.038,0,7,CCDC191
CALM22,0,1.917176582,0.936,0.647,0,7,CALM2
ZNF487,0,4.32018872,0.318,0.029,0,7,ZNF487
WRB,0,3.405765598,0.345,0.056,0,7,WRB
CCP110,0,3.054658914,0.357,0.069,0,7,CCP110
LINC01571,0,5.65003514,0.3,0.013,0,7,LINC01571
WDR63,0,5.114899747,0.302,0.016,0,7,WDR63
PIH1D2,0,5.200704349,0.302,0.016,0,7,PIH1D2
DAW1,0,5.336326472,0.3,0.015,0,7,DAW1
CCDC96,0,4.783168968,0.305,0.02,0,7,CCDC96
PPP1R14C,0,4.710382573,0.307,0.022,0,7,PPP1R14C
IRX31,0,3.080453565,0.356,0.071,0,7,IRX3
TRIP13,0,4.76715256,0.304,0.02,0,7,TRIP13
FABP6,0,4.891069108,0.297,0.015,0,7,FABP6
LZTFL1,0,3.388143263,0.331,0.051,0,7,LZTFL1
SPATA33,0,3.237000961,0.333,0.054,0,7,SPATA33
EXPH51,0,2.901359567,0.353,0.074,0,7,EXPH5
IQCD,0,4.95139523,0.296,0.018,0,7,IQCD
DYNC2LI1,0,3.761746135,0.321,0.044,0,7,DYNC2LI1
CCDC80,0,3.844268642,0.313,0.036,0,7,CCDC80
DEGS21,0,3.191864129,0.339,0.062,0,7,DEGS2
CATSPERD,0,4.955893929,0.293,0.016,0,7,CATSPERD
EFHC2,0,4.760130013,0.296,0.02,0,7,EFHC2
CFAP57,0,4.92276691,0.291,0.016,0,7,CFAP57
IFT172,0,3.493581704,0.32,0.046,0,7,IFT172
TTC29,0,5.37676039,0.287,0.014,0,7,TTC29
DNAH3,0,4.748484232,0.289,0.017,0,7,DNAH3
RIIAD1,0,5.291875765,0.285,0.014,0,7,RIIAD1
EFHB,0,4.779264126,0.29,0.019,0,7,EFHB
ADGB,0,5.203632436,0.286,0.015,0,7,ADGB
AC244090.1,0,3.319890391,0.33,0.061,0,7,AC244090.1
CTXN1,0,4.837610562,0.286,0.017,0,7,CTXN1
LRRC34,0,4.629497363,0.288,0.022,0,7,LRRC34
LRTOMT,0,4.290957298,0.291,0.026,0,7,LRTOMT
C2orf73,0,5.410550554,0.278,0.014,0,7,C2orf73
PDLIM4,0,3.467285039,0.313,0.049,0,7,PDLIM4
LKAAEAR1,0,5.326193631,0.276,0.012,0,7,LKAAEAR1
LRRC6,0,4.903138407,0.282,0.018,0,7,LRRC6
C1orf87,0,5.148212969,0.278,0.015,0,7,C1orf87
CFAP69,0,4.99816081,0.28,0.017,0,7,CFAP69
IFT74,0,3.20647571,0.322,0.059,0,7,IFT74
C11orf16,0,5.063702539,0.278,0.015,0,7,C11orf16
TUBA4B,0,4.791600072,0.28,0.018,0,7,TUBA4B
PLEKHG7,0,3.817019854,0.298,0.036,0,7,PLEKHG7
WDR49,0,4.368984137,0.283,0.025,0,7,WDR49
SPAG8,0,4.415891699,0.277,0.02,0,7,SPAG8
FGF14,0,5.288688702,0.266,0.014,0,7,FGF14
RFX2,0,4.08087239,0.284,0.032,0,7,RFX2
DZIP1L,0,4.776109237,0.269,0.018,0,7,DZIP1L
KIAA2012,0,4.713638267,0.267,0.017,0,7,KIAA2012
MDH1B,0,5.164009425,0.265,0.015,0,7,MDH1B
OXTR,0,5.569012246,0.259,0.01,0,7,OXTR
CCDC65,0,4.182119244,0.272,0.024,0,7,CCDC65
CCDC40,0,4.809032624,0.265,0.017,0,7,CCDC40
SCGB2A1,0,3.779797929,0.28,0.034,0,7,SCGB2A1
RSPH3,0,3.349682932,0.3,0.054,0,7,RSPH3
KIAA1841,0,3.579386641,0.288,0.043,0,7,KIAA1841
CDHR4,0,4.51798233,0.262,0.017,0,7,CDHR4
AC013470.2,0,5.410440908,0.258,0.013,0,7,AC013470.2
WDR34,0,3.475364495,0.288,0.043,0,7,WDR34
AC004832.1,0,4.806707525,0.256,0.016,0,7,AC004832.1
LCA5L,0,5.000980456,0.256,0.016,0,7,LCA5L
CAPS2,0,4.454532606,0.256,0.02,0,7,CAPS2
TEAD1,0,3.23350796,0.282,0.047,0,7,TEAD1
INTU,0,3.747477812,0.274,0.04,0,7,INTU
BAIAP2L1,0,3.606859414,0.271,0.039,0,7,BAIAP2L1
KIAA1211L,0,3.404895413,0.27,0.043,0,7,KIAA1211L
SHROOM3,0,3.542323551,0.264,0.038,0,7,SHROOM3
ERICH5,0,3.741779818,0.252,0.034,0,7,ERICH5
S100A113,0,1.385287704,0.97,0.764,0,7,S100A11
HSP90AA1,0,2.445305403,0.991,0.825,0,7,HSP90AA1
CALM12,0,1.720602984,0.98,0.832,0,7,CALM1
S100A63,0,1.257444248,0.984,0.9,0,7,S100A6
CLIC61,6.77E-308,2.793697732,0.357,0.077,2.27E-303,7,CLIC6
POLR2I,7.58E-304,2.492717131,0.569,0.208,2.54E-299,7,POLR2I
WFDC22,9.08E-304,0.285146867,0.865,0.337,3.04E-299,7,WFDC2
PTPRF2,6.90E-303,2.499780215,0.419,0.106,2.32E-298,7,PTPRF
CLMN,1.87E-300,3.163669081,0.322,0.066,6.26E-296,7,CLMN
METTL7A2,2.20E-292,2.544285229,0.475,0.145,7.38E-288,7,METTL7A
NME7,7.28E-290,2.834487999,0.333,0.07,2.44E-285,7,NME7
CPLANE1,7.33E-284,2.81977995,0.353,0.081,2.46E-279,7,CPLANE1
CEP290,1.23E-283,2.421962594,0.43,0.117,4.12E-279,7,CEP290
RUVBL2,2.90E-281,3.261000517,0.318,0.068,9.72E-277,7,RUVBL2
PLPP23,3.05E-281,2.273676831,0.471,0.14,1.02E-276,7,PLPP2
CTNNAL1,2.70E-280,3.17841253,0.293,0.057,9.04E-276,7,CTNNAL1
APPL2,1.56E-277,2.873519959,0.333,0.074,5.24E-273,7,APPL2
TMEM107,5.11E-277,2.725579153,0.36,0.086,1.71E-272,7,TMEM107
CLDN42,3.40E-276,2.152525953,0.43,0.116,1.14E-271,7,CLDN4
GPX42,3.05E-271,1.485627183,0.858,0.578,1.02E-266,7,GPX4
SOD11,1.19E-270,1.725358314,0.782,0.469,4.00E-266,7,SOD1
SGMS21,5.88E-267,3.050118429,0.308,0.066,1.97E-262,7,SGMS2
P4HTM,1.06E-265,2.689563173,0.343,0.08,3.56E-261,7,P4HTM
MARCKS2,1.39E-264,1.709872454,0.575,0.211,4.67E-260,7,MARCKS
ABCA51,1.58E-263,2.558686796,0.412,0.116,5.29E-259,7,ABCA5
BCAS11,2.64E-262,3.000978988,0.274,0.052,8.86E-258,7,BCAS1
ACYP1,8.93E-261,2.795420135,0.315,0.069,3.00E-256,7,ACYP1
ENDOG,2.33E-260,2.839783023,0.362,0.092,7.80E-256,7,ENDOG
KRT83,3.46E-257,1.896912114,0.526,0.177,1.16E-252,7,KRT8
HSP90AB11,9.24E-257,1.349089031,0.895,0.691,3.10E-252,7,HSP90AB1
MUC41,4.40E-253,2.2529417,0.371,0.096,1.48E-248,7,MUC4
RPA3,3.42E-252,2.294663063,0.534,0.205,1.15E-247,7,RPA3
PTPRN2,6.76E-251,2.880472888,0.28,0.057,2.27E-246,7,PTPRN2
PCM11,8.77E-251,1.793901781,0.711,0.388,2.94E-246,7,PCM1
SORBS2,1.44E-248,2.857049669,0.263,0.051,4.82E-244,7,SORBS2
TSPAN31,2.48E-248,2.101845739,0.535,0.202,8.31E-244,7,TSPAN3
CEP83,2.45E-245,3.012383436,0.273,0.056,8.22E-241,7,CEP83
KIF3A,5.67E-244,2.625390458,0.338,0.083,1.90E-239,7,KIF3A
KTN1,1.58E-241,1.601087999,0.778,0.522,5.29E-237,7,KTN1
HAGHL,1.62E-240,2.852524699,0.267,0.053,5.42E-236,7,HAGHL
ALDH3A1,2.60E-237,2.795433885,0.265,0.053,8.72E-233,7,ALDH3A1
TMEM593,8.51E-236,1.472440016,0.807,0.575,2.85E-231,7,TMEM59
AZIN1,4.65E-235,2.337561393,0.474,0.169,1.56E-230,7,AZIN1
GCLC1,5.89E-233,2.56123372,0.379,0.108,1.97E-228,7,GCLC
FAM104B,2.17E-232,2.821609849,0.314,0.076,7.27E-228,7,FAM104B
MORF4L21,1.18E-230,2.259509398,0.507,0.197,3.97E-226,7,MORF4L2
PTGES3,1.96E-229,1.57561253,0.787,0.521,6.58E-225,7,PTGES3
CAST1,2.98E-226,1.522517826,0.759,0.465,9.99E-222,7,CAST
UACA2,3.81E-221,2.527230491,0.32,0.08,1.28E-216,7,UACA
HIPK1,9.94E-217,2.115030285,0.485,0.183,3.33E-212,7,HIPK1
SELENOW2,2.21E-216,1.722118402,0.685,0.387,7.41E-212,7,SELENOW
POU2AF1,2.38E-215,2.887710065,0.257,0.055,7.97E-211,7,POU2AF1
YBX33,6.75E-214,1.687423032,0.601,0.263,2.26E-209,7,YBX3
KCTD121,1.47E-213,1.907899131,0.409,0.126,4.94E-209,7,KCTD12
PDLIM12,2.47E-211,1.89891755,0.482,0.175,8.27E-207,7,PDLIM1
NEDD4L,9.77E-210,2.821616676,0.277,0.065,3.28E-205,7,NEDD4L
CLDN71,1.12E-207,1.947331858,0.41,0.13,3.75E-203,7,CLDN7
SLC25A42,5.20E-207,2.421108209,0.335,0.092,1.74E-202,7,SLC25A4
TAX1BP1,1.44E-205,1.555225137,0.72,0.44,4.82E-201,7,TAX1BP1
TMC41,3.50E-205,2.887615638,0.258,0.058,1.17E-200,7,TMC4
KRT183,2.36E-204,1.261578593,0.599,0.234,7.92E-200,7,KRT18
ADGRF11,7.93E-203,2.479125108,0.262,0.059,2.66E-198,7,ADGRF1
SOX23,2.46E-200,1.743705031,0.454,0.157,8.26E-196,7,SOX2
CD94,1.63E-198,0.898889214,0.788,0.395,5.48E-194,7,CD9
FAM13A,2.02E-198,2.788478689,0.269,0.064,6.78E-194,7,FAM13A
JPT2,1.03E-195,2.533862433,0.335,0.098,3.47E-191,7,JPT2
FAIM,1.71E-195,2.659247423,0.269,0.064,5.73E-191,7,FAIM
NUPR12,7.47E-195,2.059600227,0.362,0.109,2.51E-190,7,NUPR1
FOXA12,2.02E-194,2.195727016,0.338,0.097,6.77E-190,7,FOXA1
SCPEP12,1.68E-193,1.984657003,0.512,0.217,5.62E-189,7,SCPEP1
ZNF1061,1.54E-192,1.94594813,0.542,0.248,5.18E-188,7,ZNF106
UBAC12,1.03E-191,2.226761412,0.426,0.155,3.45E-187,7,UBAC1
ANXA42,9.45E-189,1.932399544,0.486,0.197,3.17E-184,7,ANXA4
CASZ1,3.29E-188,2.735456151,0.267,0.066,1.10E-183,7,CASZ1
SQLE1,1.64E-187,2.222909484,0.395,0.135,5.51E-183,7,SQLE
ITGB8,2.30E-187,2.396037589,0.254,0.06,7.71E-183,7,ITGB8
CFDP1,1.61E-185,2.155747837,0.457,0.182,5.38E-181,7,CFDP1
PGM2L11,8.56E-183,2.254299135,0.345,0.106,2.87E-178,7,PGM2L1
CYB5611,4.47E-181,2.588652825,0.269,0.069,1.50E-176,7,CYB561
CCDC125,8.85E-181,2.756271951,0.262,0.066,2.97E-176,7,CCDC125
CSTB2,1.32E-180,0.933853614,0.839,0.602,4.42E-176,7,CSTB
PSCA1,1.97E-180,1.601177085,0.263,0.063,6.60E-176,7,PSCA
TXN4,3.94E-179,1.005497002,0.84,0.601,1.32E-174,7,TXN
PRR151,4.43E-177,2.081036728,0.355,0.112,1.49E-172,7,PRR15
CARS,2.61E-176,2.620855097,0.297,0.085,8.76E-172,7,CARS
CHMP5,2.34E-174,1.877450128,0.545,0.266,7.86E-170,7,CHMP5
B3GNT5,1.76E-172,2.566358041,0.277,0.075,5.89E-168,7,B3GNT5
TOGARAM1,9.97E-172,2.429667854,0.296,0.085,3.34E-167,7,TOGARAM1
SEMA3C,1.48E-171,2.55680628,0.278,0.076,4.97E-167,7,SEMA3C
TRIM21,1.13E-169,2.252522584,0.306,0.09,3.79E-165,7,TRIM2
SPTBN12,2.01E-169,2.05971084,0.419,0.161,6.73E-165,7,SPTBN1
WDR13,5.18E-167,2.546739178,0.298,0.089,1.74E-162,7,WDR13
SEM11,5.06E-165,1.430572952,0.705,0.478,1.70E-160,7,SEM1
MT-ND31,2.84E-163,0.63218156,0.966,0.985,9.52E-159,7,MT-ND3
C9orf72,4.47E-162,2.569455374,0.279,0.08,1.50E-157,7,C9orf72
EPHX12,1.93E-161,2.030657857,0.366,0.126,6.46E-157,7,EPHX1
ATP2A22,1.84E-160,1.938541328,0.478,0.217,6.18E-156,7,ATP2A2
LMO73,1.20E-158,1.608541123,0.443,0.174,4.03E-154,7,LMO7
FARP11,1.52E-157,2.429917445,0.271,0.077,5.10E-153,7,FARP1
GCC2,2.94E-157,1.406611425,0.669,0.406,9.87E-153,7,GCC2
SYAP1,1.91E-156,1.907376249,0.466,0.207,6.41E-152,7,SYAP1
UBB,1.09E-155,0.995865634,0.857,0.732,3.65E-151,7,UBB
DGKH1,2.02E-155,2.089758278,0.358,0.126,6.79E-151,7,DGKH
SUN11,2.04E-155,2.285241248,0.312,0.099,6.84E-151,7,SUN1
PRKAR1A1,7.58E-155,1.617469874,0.598,0.336,2.54E-150,7,PRKAR1A
COLCA11,1.30E-153,2.203627689,0.289,0.086,4.38E-149,7,COLCA1
ABHD22,2.86E-152,1.898841138,0.431,0.181,9.59E-148,7,ABHD2
SERF23,3.42E-152,0.755035005,0.937,0.858,1.15E-147,7,SERF2
SAT13,6.57E-152,0.606604989,0.871,0.606,2.20E-147,7,SAT1
PARVA1,2.39E-151,2.479378159,0.25,0.068,8.03E-147,7,PARVA
PGRMC12,4.72E-150,1.982256681,0.417,0.173,1.58E-145,7,PGRMC1
EPS82,5.62E-150,2.110090329,0.31,0.099,1.88E-145,7,EPS8
GCLM,2.34E-144,2.03742438,0.357,0.131,7.84E-140,7,GCLM
RAB11FIP11,4.06E-144,1.544836782,0.544,0.277,1.36E-139,7,RAB11FIP1
NEAT11,2.79E-143,0.691602154,0.845,0.642,9.36E-139,7,NEAT1
STRBP,7.04E-143,1.947289915,0.369,0.139,2.36E-138,7,STRBP
MSI22,4.09E-142,1.692635266,0.469,0.215,1.37E-137,7,MSI2
SYNE23,5.80E-142,1.267647393,0.649,0.366,1.95E-137,7,SYNE2
PPP2CB1,3.37E-141,2.061933187,0.375,0.149,1.13E-136,7,PPP2CB
PLEKHA52,4.51E-141,1.522290844,0.451,0.19,1.51E-136,7,PLEKHA5
IGF2BP21,8.70E-141,2.532795175,0.252,0.073,2.92E-136,7,IGF2BP2
ZKSCAN11,4.41E-140,1.799212776,0.478,0.229,1.48E-135,7,ZKSCAN1
ZNF664,2.08E-139,2.34719256,0.265,0.079,6.97E-135,7,ZNF664
ATP1B13,3.95E-139,1.346734223,0.496,0.225,1.32E-134,7,ATP1B1
TBCA1,5.64E-138,1.47797378,0.641,0.42,1.89E-133,7,TBCA
CD164,8.08E-137,1.391843758,0.663,0.449,2.71E-132,7,CD164
YWHAE2,7.52E-135,1.591885617,0.567,0.321,2.52E-130,7,YWHAE
GOLM11,3.81E-134,1.940396464,0.28,0.088,1.28E-129,7,GOLM1
PTGR11,3.09E-133,2.240674446,0.263,0.082,1.04E-128,7,PTGR1
MPC2,4.41E-133,1.649312493,0.524,0.281,1.48E-128,7,MPC2
ATF7IP2,1.40E-132,2.052518113,0.344,0.13,4.68E-128,7,ATF7IP2
PLA2G16,7.46E-131,1.651140986,0.399,0.162,2.50E-126,7,PLA2G16
ANK32,1.21E-130,1.723782045,0.386,0.155,4.05E-126,7,ANK3
RB1CC11,1.96E-130,1.619642908,0.491,0.247,6.57E-126,7,RB1CC1
UBL3,3.28E-128,1.621335459,0.472,0.23,1.10E-123,7,UBL3
PSMB52,2.44E-127,1.877824755,0.433,0.207,8.18E-123,7,PSMB5
CTSS1,5.16E-125,0.977110009,0.625,0.344,1.73E-120,7,CTSS
KIAA15222,3.67E-123,2.102763286,0.283,0.096,1.23E-118,7,KIAA1522
SKP11,3.77E-123,1.046435372,0.799,0.665,1.26E-118,7,SKP1
CLTA2,2.53E-122,1.260070763,0.669,0.46,8.49E-118,7,CLTA
EVI5,1.00E-121,2.456256434,0.252,0.081,3.37E-117,7,EVI5
NDUFAB12,1.63E-121,1.477033244,0.607,0.387,5.48E-117,7,NDUFAB1
LRIG12,4.43E-121,2.084688306,0.291,0.103,1.49E-116,7,LRIG1
GALNT31,4.01E-120,1.91476503,0.31,0.113,1.35E-115,7,GALNT3
MGMT1,4.72E-119,1.872445484,0.389,0.174,1.58E-114,7,MGMT
MRPL401,1.35E-118,1.760280228,0.41,0.189,4.52E-114,7,MRPL40
MYO61,9.83E-118,1.776159198,0.299,0.107,3.30E-113,7,MYO6
SIX12,1.24E-115,2.054992595,0.256,0.084,4.15E-111,7,SIX1
KIF3B,2.93E-115,2.124069094,0.264,0.089,9.83E-111,7,KIF3B
SLAIN2,5.01E-114,1.941659144,0.355,0.151,1.68E-109,7,SLAIN2
BBIP1,9.63E-114,1.958226715,0.298,0.111,3.23E-109,7,BBIP1
EMP22,9.46E-113,1.46646779,0.345,0.135,3.17E-108,7,EMP2
CP2,2.59E-112,1.159770568,0.376,0.148,8.69E-108,7,CP
SMIM142,6.47E-111,1.402453485,0.453,0.223,2.17E-106,7,SMIM14
SSBP41,1.06E-110,1.554037195,0.454,0.227,3.57E-106,7,SSBP4
DNAJA1,1.96E-108,1.252864404,0.624,0.418,6.57E-104,7,DNAJA1
TRAK11,5.46E-108,2.061304997,0.287,0.108,1.83E-103,7,TRAK1
CNTRL,1.02E-107,1.556064803,0.418,0.198,3.42E-103,7,CNTRL
SCCPDH1,2.20E-106,1.900214291,0.289,0.108,7.38E-102,7,SCCPDH
GTF2I1,9.01E-106,1.280467818,0.574,0.357,3.02E-101,7,GTF2I
SDC41,9.40E-106,1.872575409,0.294,0.113,3.15E-101,7,SDC4
RBM472,1.59E-104,1.574605546,0.371,0.167,5.34E-100,7,RBM47
VAPA1,2.60E-104,1.250020314,0.612,0.415,8.72E-100,7,VAPA
F11R1,7.42E-103,2.014078619,0.29,0.114,2.49E-98,7,F11R
MFSD6,1.60E-101,1.917364633,0.276,0.104,5.38E-97,7,MFSD6
KLF53,2.65E-100,1.158635676,0.392,0.172,8.90E-96,7,KLF5
SELENBP11,4.95E-100,1.738890972,0.279,0.104,1.66E-95,7,SELENBP1
TACSTD23,1.80E-99,0.626842531,0.487,0.219,6.03E-95,7,TACSTD2
HSPA1A1,6.31E-99,0.987992588,0.489,0.273,2.11E-94,7,HSPA1A
HSPA82,2.40E-97,0.842754245,0.808,0.669,8.03E-93,7,HSPA8
CTNNA13,6.26E-97,1.424499966,0.447,0.236,2.10E-92,7,CTNNA1
TMF11,3.24E-96,1.380357934,0.494,0.281,1.09E-91,7,TMF1
VPS351,4.00E-96,1.420527597,0.47,0.259,1.34E-91,7,VPS35
COQ4,8.26E-96,2.001117835,0.265,0.1,2.77E-91,7,COQ4
TP53TG11,5.57E-95,1.927229108,0.286,0.114,1.87E-90,7,TP53TG1
HSPE11,6.28E-95,1.198729303,0.641,0.472,2.11E-90,7,HSPE1
GTF2H51,4.97E-94,1.577544187,0.442,0.241,1.67E-89,7,GTF2H5
GOLGB12,1.00E-93,1.165320785,0.572,0.362,3.37E-89,7,GOLGB1
NAA201,2.65E-92,1.683203278,0.415,0.221,8.89E-88,7,NAA20
ADH72,8.04E-90,1.519203512,0.284,0.111,2.69E-85,7,ADH7
SSB,2.53E-89,1.263198502,0.567,0.373,8.47E-85,7,SSB
MSH3,3.50E-89,1.82889323,0.268,0.105,1.17E-84,7,MSH3
SCAND1,5.45E-89,1.286766658,0.537,0.337,1.83E-84,7,SCAND1
MAL23,1.24E-88,1.361786836,0.301,0.123,4.17E-84,7,MAL2
KCNQ1OT11,1.29E-88,1.874378848,0.283,0.117,4.31E-84,7,KCNQ1OT1
HECTD1,2.06E-88,1.426052908,0.479,0.28,6.91E-84,7,HECTD1
NDUFC12,3.91E-88,1.310785958,0.538,0.347,1.31E-83,7,NDUFC1
UBE2H1,1.26E-87,1.630037648,0.369,0.182,4.22E-83,7,UBE2H
TMEM154,1.17E-86,1.62430805,0.289,0.119,3.91E-82,7,TMEM154
MAP3K132,1.48E-85,1.661679372,0.344,0.165,4.97E-81,7,MAP3K13
NDUFA42,9.41E-85,0.713969921,0.838,0.736,3.16E-80,7,NDUFA4
MED31,1.10E-83,1.877324094,0.254,0.1,3.71E-79,7,MED31
SLC25A362,2.37E-82,1.550776135,0.357,0.176,7.94E-78,7,SLC25A36
TMEM14B,1.51E-81,1.279406127,0.535,0.361,5.07E-77,7,TMEM14B
DDR12,1.67E-81,1.784502079,0.258,0.104,5.59E-77,7,DDR1
CDC16,7.45E-81,1.910641669,0.268,0.112,2.50E-76,7,CDC16
HACD31,9.80E-81,1.703872217,0.282,0.12,3.29E-76,7,HACD3
NFE2L22,1.59E-80,1.219844205,0.494,0.3,5.32E-76,7,NFE2L2
SLC35A31,2.21E-80,1.682561967,0.326,0.154,7.41E-76,7,SLC35A3
SECISBP2L1,4.12E-80,1.721067298,0.303,0.137,1.38E-75,7,SECISBP2L
TXNRD11,3.32E-78,1.698052343,0.335,0.164,1.11E-73,7,TXNRD1
NFIA2,3.32E-78,1.473893406,0.291,0.126,1.11E-73,7,NFIA
ABI2,1.60E-77,1.679052278,0.28,0.122,5.36E-73,7,ABI2
SUDS3,4.20E-77,1.648312693,0.333,0.162,1.41E-72,7,SUDS3
UNC93B1,1.05E-76,1.85135998,0.283,0.127,3.51E-72,7,UNC93B1
GBP31,2.29E-76,1.667656032,0.27,0.115,7.68E-72,7,GBP3
S100A133,1.36E-75,1.432617172,0.289,0.127,4.56E-71,7,S100A13
MEAF6,3.04E-75,1.418691076,0.421,0.239,1.02E-70,7,MEAF6
NDUFAF3,4.09E-75,1.472558279,0.407,0.229,1.37E-70,7,NDUFAF3
SRP14,5.52E-75,0.636908456,0.843,0.769,1.85E-70,7,SRP14
HACD4,1.39E-74,1.823314074,0.255,0.107,4.66E-70,7,HACD4
BUD23,2.90E-73,1.55239562,0.365,0.194,9.73E-69,7,BUD23
MUC12,1.14E-72,1.00330763,0.306,0.135,3.81E-68,7,MUC1
NAP1L11,1.41E-72,0.931698259,0.672,0.532,4.74E-68,7,NAP1L1
ERGIC31,1.50E-72,1.704137703,0.325,0.164,5.03E-68,7,ERGIC3
SAP18,2.36E-72,0.982344694,0.665,0.531,7.91E-68,7,SAP18
PPP4R11,3.48E-72,1.840777731,0.264,0.116,1.17E-67,7,PPP4R1
HINT13,3.90E-72,0.682748401,0.84,0.759,1.31E-67,7,HINT1
SMIM191,5.31E-71,1.379557013,0.4,0.224,1.78E-66,7,SMIM19
AHSA1,8.61E-71,1.782006375,0.324,0.163,2.89E-66,7,AHSA1
TUBGCP21,8.67E-71,1.612259861,0.343,0.177,2.91E-66,7,TUBGCP2
MT-CYB2,1.24E-70,0.411183218,0.976,0.989,4.17E-66,7,MT-CYB
MGST31,1.26E-70,1.056714738,0.58,0.408,4.23E-66,7,MGST3
UQCR101,1.45E-70,0.920808451,0.68,0.546,4.86E-66,7,UQCR10
FAM3C2,7.36E-70,1.340834077,0.363,0.191,2.47E-65,7,FAM3C
TSPAN132,9.20E-70,0.972271258,0.337,0.16,3.09E-65,7,TSPAN13
SYTL22,1.18E-69,1.063946545,0.374,0.188,3.97E-65,7,SYTL2
EHF3,3.80E-69,1.153141015,0.331,0.157,1.27E-64,7,EHF
GFPT11,9.51E-68,1.641557281,0.267,0.12,3.19E-63,7,GFPT1
CIR1,2.02E-65,1.355219404,0.372,0.205,6.76E-61,7,CIR1
MNAT1,3.17E-65,1.604545268,0.274,0.127,1.06E-60,7,MNAT1
MAGED21,6.66E-65,1.249459705,0.382,0.211,2.23E-60,7,MAGED2
RCAN31,1.94E-64,1.427077406,0.332,0.17,6.52E-60,7,RCAN3
PCNX4,3.91E-64,1.379693709,0.313,0.156,1.31E-59,7,PCNX4
KIAA0232,1.27E-63,1.644957193,0.278,0.133,4.24E-59,7,KIAA0232
CXCL173,2.03E-62,0.336478144,0.462,0.238,6.80E-58,7,CXCL17
TMBIM61,4.80E-62,0.735756348,0.74,0.681,1.61E-57,7,TMBIM6
SPINT24,1.45E-61,0.684789533,0.592,0.387,4.87E-57,7,SPINT2
TMEM1232,2.29E-61,1.08376628,0.543,0.386,7.69E-57,7,TMEM123
GSN3,2.95E-61,0.779605913,0.525,0.317,9.89E-57,7,GSN
RAB132,1.60E-60,1.44433466,0.276,0.131,5.38E-56,7,RAB13
H3F3A1,6.20E-60,0.381831241,0.95,0.927,2.08E-55,7,H3F3A
NUDT4,6.28E-60,1.629439915,0.273,0.133,2.11E-55,7,NUDT4
UBL5,8.36E-60,0.751446172,0.713,0.607,2.80E-55,7,UBL5
LYRM2,2.47E-59,1.377566119,0.338,0.183,8.28E-55,7,LYRM2
PLXNB22,3.94E-59,1.666545151,0.265,0.129,1.32E-54,7,PLXNB2
HNRNPF1,1.34E-58,0.862302624,0.63,0.495,4.48E-54,7,HNRNPF
ATP6V1D,2.86E-57,1.587482668,0.319,0.174,9.59E-53,7,ATP6V1D
DNAJC101,1.70E-56,1.395154532,0.327,0.178,5.69E-52,7,DNAJC10
COX6C1,1.77E-56,0.765357851,0.753,0.678,5.93E-52,7,COX6C
MT-ND2,8.86E-56,0.449581293,0.935,0.968,2.97E-51,7,MT-ND2
